dictionary_key,row_type,value_id,label,maps_to,aliases,facet_ids,jurisdiction,definition,status,provenance,version,locale
regulatory_scheme,canonical,eu_veterinary_medicines_2019_6,Regulation (EU) 2019-6 on veterinary medicinal products,,Regulation (EU) 2019/6 on veterinary medicinal products,,eu,Regulation (EU) 2019/6 on veterinary medicinal products [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-2000],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,eu_weee_2012_19,WEEE Directive 2012-19-EU as amended by Directive (EU) 2024-884,,WEEE Directive 2012/19/EU as amended by Directive (EU) 2024/884,,eu,WEEE Directive 2012/19/EU as amended by Directive (EU) 2024/884 [seeded from CDS-1800],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,eu_wine_labelling_2021_2117,Regulation (EU) 2021-2117 amending Regulation (EU) No 1308-2013 (wine) and (EU) No 251-2014 (aromatised wine),,Regulation (EU) 2021/2117 amending Regulation (EU) No 1308/2013 (wine) and (EU) No 251/2014 (aromatised wine),,eu,Regulation (EU) 2021/2117 amending Regulation (EU) No 1308/2013 (wine) and (EU) No 251/2014 (aromatised wine) [seeded from CDS-1700],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,nz_acvm_act_1997,Agricultural Compounds and Veterinary Medicines Act 1997,,,,nz,Agricultural Compounds and Veterinary Medicines Act 1997 — MPI [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-2000],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,nz_childrens_nightwear_2016,Product Safety Standards (Children's Nightwear and Limited Daywear Having Reduced Fire Hazard) Regulations 2016 (AS-NZS 1249),,Product Safety Standards (Children's Nightwear and Limited Daywear Having Reduced Fire Hazard) Regulations 2016 (AS/NZS 1249),,nz,Product Safety Standards (Children's Nightwear and Limited Daywear Having Reduced Fire Hazard) Regulations 2016 (AS/NZS 1249) — MBIE [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1500],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,nz_childrens_toys_regulations_2005,Product Safety Standards (Children's Toys) Regulations 2005 (AS-NZS ISO 8124.1 provisions for toys for children under 36 months),,Product Safety Standards (Children's Toys) Regulations 2005 (AS/NZS ISO 8124.1 provisions for toys for children under 36 months),,nz,Product Safety Standards (Children's Toys) Regulations 2005 (AS/NZS ISO 8124.1 provisions for toys for children under 36 months) — MBIE and Commerce Commission [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-2000],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,nz_consumer_information_standards_textiles,Consumer Information Standards (Fibre Content Labelling) Regulations 2000; (Care Labelling) Regulations 2000; (Country of Origin…,,,,nz,Consumer Information Standards (Fibre Content Labelling) Regulations 2000; (Care Labelling) Regulations 2000; (Country of Origin (Clothing and Footwear) Labelling) Regulations 1992 — Commerce Commission [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1500],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,nz_cosmetic_products_group_standard_2020,Cosmetic Products Group Standard 2020 (HSR002552),,,,nz,Cosmetic Products Group Standard 2020 (HSR002552) — EPA [seeded from CDS-1600],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,nz_dangerous_goods_rule_2005,Land Transport Rule: Dangerous Goods 2005 (aligned to the UN Model Regulations - ADG),,Land Transport Rule: Dangerous Goods 2005 (aligned to the UN Model Regulations / ADG),,nz,Land Transport Rule: Dangerous Goods 2005 (aligned to the UN Model Regulations / ADG) — Waka Kotahi NZ Transport Agency [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1900],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,nz_eeca_meps,Energy Efficiency (Energy Using Products) Regulations 2002,,,,nz,Energy Efficiency (Energy Using Products) Regulations 2002 — EECA [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1800],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,nz_electricity_safety_regulations_2010,Electricity (Safety) Regulations 2010 regs 81–86A,,,,nz,Electricity (Safety) Regulations 2010 regs 81–86A — WorkSafe Energy Safety [seeded from CDS-1800],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,nz_hsno_labelling_sds,Hazardous Substances and New Organisms Act 1996; Hazardous Substances (Labelling) Notice 2017 and (Safety Data Sheets) Notice 2017,,,,nz,Hazardous Substances and New Organisms Act 1996; Hazardous Substances (Labelling) Notice 2017 and (Safety Data Sheets) Notice 2017 — EPA and WorkSafe [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1900],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,nz_origin_of_food_2021,Consumer Information Standards (Origin of Food) Regulations 2021,,,,nz,Consumer Information Standards (Origin of Food) Regulations 2021 — MBIE/Commerce Commission [seeded from CDS-1700],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,nz_rsm_sdoc,Radiocommunications Act 1989 supplier declaration of conformity (RSM),,,,nz,Radiocommunications Act 1989 supplier compliance — RSM [seeded from CDS-1800],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,nz_sunscreen_product_safety_standard,Sunscreen (Product Safety Standard) Act 2022,,,,nz,Sunscreen (Product Safety Standard) Act 2022 — MBIE [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1600],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,uk_alcohol_labelling,Alcohol labelling (assimilated FIC Article 16; Weights and Measures; voluntary UK unit guidance),,,,gb,Alcohol labelling (assimilated FIC Article 16; Weights and Measures; voluntary UK unit guidance) [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1700],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,uk_batteries_2009,Waste Batteries and Accumulators Regulations 2009; Batteries and Accumulators (Placing on the Market) Regulations 2008,,,,gb,Waste Batteries and Accumulators Regulations 2009; Batteries and Accumulators (Placing on the Market) Regulations 2008 — Defra [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1800],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,uk_carriage_dangerous_goods_2009,Carriage of Dangerous Goods and Use of Transportable Pressure Equipment Regulations 2009 (ADR as applied in GB),,,,gb,Carriage of Dangerous Goods and Use of Transportable Pressure Equipment Regulations 2009 (ADR as applied in GB); UK REACH and GB CLP — HSE [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1900],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,uk_cosmetics_regulation,Regulation (EC) 1223-2009 as retained (UK Cosmetics Regulation) and Cosmetic Products Enforcement Regulations 2013,,Regulation (EC) 1223/2009 as retained (UK Cosmetics Regulation) and Cosmetic Products Enforcement Regulations 2013,,gb,Regulation (EC) 1223/2009 as retained (UK Cosmetics Regulation) and Cosmetic Products Enforcement Regulations 2013 — OPSS [seeded from CDS-1600],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,uk_electrical_equipment_regulations_ukca_ce,Electrical Equipment (Safety) Regulations 2016; Electromagnetic Compatibility Regulations 2016; Radio Equipment Regulations 2017; RoHS…,,,,gb,Electrical Equipment (Safety) Regulations 2016; Electromagnetic Compatibility Regulations 2016; Radio Equipment Regulations 2017; RoHS Regulations 2012; Product Safety and Metrology etc. (Amendment) Regulations 2024 — OPSS [seeded from CDS-1800],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,uk_energy_information_2011,Energy Information Regulations 2011 (GB energy label) and Ecodesign for Energy-Related Products Regulations 2010,,,,gb,Energy Information Regulations 2011 (GB energy label) and Ecodesign for Energy-Related Products Regulations 2010 [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1800],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,uk_feed_labelling_retained_767_2009,Regulation (EC) 767-2009 as retained (animal feed labelling),,Regulation (EC) 767/2009 as retained (animal feed labelling),,gb,"Regulation (EC) 767/2009 as retained (animal feed labelling); Veterinary Medicines Regulations 2013 (as amended 2024) — Defra, VMD [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-2000]",proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,uk_fir_2014,Assimilated Regulation (EU) No 1169-2011 and the Food Information Regulations 2014 (England; Wales and NI equivalents; Scotland separate),,Assimilated Regulation (EU) No 1169/2011 and the Food Information Regulations 2014 (England; Wales and NI equivalents; Scotland separate),,gb,Assimilated Regulation (EU) No 1169/2011 and the Food Information Regulations 2014 (England; Wales and NI equivalents; Scotland separate) — FSA/FSS and local authorities [seeded from CDS-1700],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,uk_furniture_fire_safety_1988,Furniture and Furnishings (Fire) (Safety) Regulations 1988 (as amended),,,,gb,Furniture and Furnishings (Fire) (Safety) Regulations 1988 (as amended) — OPSS and Trading Standards [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1500],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,uk_gpsr_2005,General Product Safety Regulations 2005,,,,gb,Regulation (EU) 2016/425 as retained (PPE) with the Personal Protective Equipment (Enforcement) Regulations 2018; General Product Safety Regulations 2005 — OPSS [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-2000],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,uk_hallmarking_act_1973,Hallmarking Act 1973,,,,gb,Hallmarking Act 1973 — assay offices and Trading Standards [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1500],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,uk_hfss_promotion_placement,The Food (Promotion and Placement) (England) Regulations 2021; Food (Promotion and Presentation) (Wales) Regulations 2025,,,,gb,The Food (Promotion and Placement) (England) Regulations 2021; Food (Promotion and Presentation) (Wales) Regulations 2025 — DHSC/Welsh Government [seeded from CDS-1700],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,uk_machinery_regulations_2008,Supply of Machinery (Safety) Regulations 2008; UKCA or CE marking with indefinite CE recognition from 1 October 2024,,,,gb,Supply of Machinery (Safety) Regulations 2008; UKCA or CE marking with indefinite CE recognition from 1 October 2024 — OPSS [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1900],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,uk_ppe_retained_2016_425,Regulation (EU) 2016-425 as retained (PPE) with the Personal Protective Equipment (Enforcement) Regulations 2018,,Regulation (EU) 2016/425 as retained (PPE) with the Personal Protective Equipment (Enforcement) Regulations 2018,,gb,Regulation (EU) 2016/425 as retained (PPE) with the Personal Protective Equipment (Enforcement) Regulations 2018; General Product Safety Regulations 2005 — OPSS [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-2000],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,uk_reach_clp,UK REACH and GB CLP,,,,gb,Carriage of Dangerous Goods and Use of Transportable Pressure Equipment Regulations 2009 (ADR as applied in GB); UK REACH and GB CLP — HSE [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1900],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,uk_scpn_notification,Submit Cosmetic Product Notification (SCPN) under the UK Cosmetics Regulation,,,,gb,Regulation (EC) 1223/2009 as retained (UK Cosmetics Regulation) and Cosmetic Products Enforcement Regulations 2013 — OPSS [seeded from CDS-1600],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,uk_textile_labelling_2012,Textile Products (Labelling and Fibre Composition) Regulations 2012 (retaining Regulation 1007-2011 as assimilated law),,Textile Products (Labelling and Fibre Composition) Regulations 2012 (retaining Regulation 1007/2011 as assimilated law),,gb,Textile Products (Labelling and Fibre Composition) Regulations 2012 (retaining Regulation 1007/2011 as assimilated law) — Trading Standards [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1500],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,uk_toys_safety_regulations_2011,Toys (Safety) Regulations 2011,,,,gb,Toys (Safety) Regulations 2011 — OPSS [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-2000],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,uk_tyre_label_retained_2020_740,Regulation (EU) 2020-740 as retained in GB (tyre labelling),,Regulation (EU) 2020/740 as retained in GB (tyre labelling),,gb,Regulation (EU) 2020/740 as retained in GB (tyre labelling) — DfT/OPSS [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1900],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,uk_veterinary_medicines_regulations,Veterinary Medicines Regulations 2013 (as amended 2024),,,,gb,"Regulation (EC) 767/2009 as retained (animal feed labelling); Veterinary Medicines Regulations 2013 (as amended 2024) — Defra, VMD [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-2000]",proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,uk_weee_2013,"The Waste Electrical and Electronic Equipment Regulations 2013 (as amended, incl. online marketplace provisions 2025)",,,,gb,"The Waste Electrical and Electronic Equipment Regulations 2013 (as amended, incl. online marketplace provisions 2025) — Environment Agency [seeded from CDS-1800]",active,seed,0.8.0,en-GB
regulatory_scheme,canonical,us_49cfr_hazmat,"Hazardous Materials Regulations, 49 CFR parts 171–180",,,,us,"Hazardous Materials Regulations, 49 CFR parts 171–180 — PHMSA/DOT [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1900]",proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,us_aafco_state_feed_law,State feed control laws adopting the AAFCO Model Regulations for pet food,,,,us,"Federal Food, Drug, and Cosmetic Act and 21 CFR 501 (animal food labelling) — FDA; state feed laws adopting the AAFCO Model Regulations (product name, net quantity, guaranteed analysis, ingredient statement, nutritional adequacy statement, feeding directions, manufacturer or distributor name and address; state registration and licensing) [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-2000]",proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,us_ca_prop65_warning,Proposition 65 (California) — warnings including internet purchases,,,,us_ca,"Proposition 65 (California) — OEHHA [seeded from CDS-1500, CDS-1600, CDS-1700, CDS-1800, CDS-1900, CDS-2000]",active,seed,0.8.0,en-GB
regulatory_scheme,canonical,us_ca_tb117_2013,California Technical Bulletin 117-2013 (upholstered furniture flammability; label stating compliance and whether flame-retardant…,,,,us_ca,California Technical Bulletin 117-2013 (upholstered furniture flammability; label stating compliance and whether flame-retardant chemicals were added) and SB 1019 (Business and Professions Code 19094) — Bureau of Household Goods and Services [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1500],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,us_carb_executive_order,California Air Resources Board aftermarket parts Executive Orders (Vehicle Code 27156),,,,us_ca,California Air Resources Board aftermarket parts Executive Orders (Vehicle Code 27156) [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1900],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,us_cpsc_16_cfr_1203,16 CFR 1203 Safety Standard for Bicycle Helmets,,,,us,16 CFR 1203 Safety Standard for Bicycle Helmets — CPSC [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-2000],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,us_cpsc_16_cfr_1500_19,"Federal Hazardous Substances Act; 16 CFR 1500.19 (cautionary labelling for small parts, small balls, marbles, balloons) and 16 CFR…",,,,us,"Federal Hazardous Substances Act; 16 CFR 1500.19 (cautionary labelling for small parts, small balls, marbles, balloons) and 16 CFR 1500.20 (cautionary statements in internet and catalogue advertising) — CPSC [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-2000]",proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,us_cpsc_flammable_fabrics,"Flammable Fabrics Act; 16 CFR 1610 (general wearing apparel), 16 CFR 1615 and 1616 (children's sleepwear sizes 0–6X and 7–14), 16 CFR…",,,,us,"Flammable Fabrics Act; 16 CFR 1610 (general wearing apparel), 16 CFR 1615 and 1616 (children's sleepwear sizes 0–6X and 7–14), 16 CFR 1632 and 1633 (mattresses) — CPSC [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1500]",proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,us_cpsc_sturdy_16_cfr_1261,STURDY Act; 16 CFR Part 1261 Safety Standard for Clothing Storage Units,,,,us,STURDY Act; 16 CFR Part 1261 Safety Standard for Clothing Storage Units — CPSC [seeded from CDS-1500],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,us_cpsia_children_product,Consumer Product Safety Improvement Act 2008; 16 CFR 1250 (ASTM F963 toy safety standard); 16 CFR 1107 (third-party testing); 16 CFR…,,,,us,Consumer Product Safety Improvement Act 2008; 16 CFR 1250 (ASTM F963 toy safety standard); 16 CFR 1107 (third-party testing); 16 CFR 1130 (tracking labels) — CPSC [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-2000],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,us_falcpa_faster,FALCPA 2004 and FASTER Act 2021 (FD&C Act s. 403(w)),,,,us,FALCPA 2004 and FASTER Act 2021 (FD&C Act s. 403(w)) — FDA [seeded from CDS-1700],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,us_fcc_equipment_authorization,"47 CFR Parts 2, 15 and 18 equipment authorization",,,,us,"47 CFR Parts 2, 15 and 18 equipment authorization — FCC [seeded from CDS-1800]",active,seed,0.8.0,en-GB
regulatory_scheme,canonical,us_fda_21_cfr_501_pet_food,"Federal Food, Drug, and Cosmetic Act and 21 CFR 501 (animal food labelling)",,,,us,"Federal Food, Drug, and Cosmetic Act and 21 CFR 501 (animal food labelling) — FDA; state feed laws adopting the AAFCO Model Regulations (product name, net quantity, guaranteed analysis, ingredient statement, nutritional adequacy statement, feeding directions, manufacturer or distributor name and address; state registration and licensing) [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-2000]",proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,us_fda_cosmetic_labeling_21cfr701,FD&C Act and Fair Packaging and Labeling Act; 21 CFR parts 701 and 740,,,,us,FD&C Act and Fair Packaging and Labeling Act; 21 CFR parts 701 and 740 — FDA [seeded from CDS-1600],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,us_fda_dietary_supplement_labeling,Dietary Supplement Health and Education Act; 21 CFR 101.36,,,,us,Dietary Supplement Health and Education Act; 21 CFR 101.36 — FDA [seeded from CDS-1600],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,us_fda_food_labeling_21cfr101,FD&C Act; Fair Packaging and Labeling Act; 21 CFR part 101,,,,us,FD&C Act; Fair Packaging and Labeling Act; 21 CFR part 101 — FDA [seeded from CDS-1700],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,us_fda_gluten_free,FDA gluten-free labeling rule (21 CFR 101.91),,,,us,FDA gluten-free labeling rule (21 CFR 101.91) [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1700],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,us_fda_otc_drug,"OTC drug labelling (Drug Facts), 21 CFR 201.66 and the sunscreen monograph",,,,us,"OTC drug labelling (Drug Facts), 21 CFR 201.66 and the sunscreen monograph — FDA [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1600]",proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,us_fmvss_equipment,Federal Motor Vehicle Safety Standards and equipment marking (49 CFR part 571; DOT tire identification number 49 CFR 574),,,,us,Federal Motor Vehicle Safety Standards and equipment marking (49 CFR part 571; DOT tire identification number 49 CFR 574) — NHTSA [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1900],proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,us_ftc_care_labeling_423,"Care Labeling Rule, 16 CFR Part 423",,,,us,"Care Labeling Rule, 16 CFR Part 423 — FTC [seeded from CDS-1500]",active,seed,0.8.0,en-GB
regulatory_scheme,canonical,us_ftc_energyguide,"Energy Labeling Rule, 16 CFR Part 305 (§305.27 websites and catalogs)",,,,us,"Energy Labeling Rule, 16 CFR Part 305 (§305.27 websites and catalogs) — FTC [seeded from CDS-1800]",active,seed,0.8.0,en-GB
regulatory_scheme,canonical,us_ftc_textile_wool_labelling,Textile Fiber Products Identification Act and 16 CFR Part 303; Wool Products Labeling Act and 16 CFR Part 300,,,,us,Textile Fiber Products Identification Act and 16 CFR Part 303; Wool Products Labeling Act and 16 CFR Part 300 — FTC [seeded from CDS-1500],active,seed,0.8.0,en-GB
regulatory_scheme,canonical,us_mocra_product_listing,"Modernization of Cosmetics Regulation Act of 2022 (MoCRA), FD&C Act s. 607",,,,us,"Modernization of Cosmetics Regulation Act of 2022 (MoCRA), FD&C Act s. 607 — FDA [seeded from CDS-1600]",active,seed,0.8.0,en-GB
regulatory_scheme,canonical,us_osha_hazcom,"Hazard Communication Standard, 29 CFR 1910.1200 (updated 2024 to GHS Revision 7)",,,,us,"Hazard Communication Standard, 29 CFR 1910.1200 (updated 2024 to GHS Revision 7) — OSHA [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1900]",proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,us_right_to_repair_state,"Right to Repair Act (California SB 244, PRC 42488) and comparable state laws",,,,us,"Right to Repair Act (California SB 244, PRC 42488) and comparable state laws [seeded from CDS-1800]",active,seed,0.8.0,en-GB
regulatory_scheme,canonical,us_ttb_alcohol_labeling,"Federal Alcohol Administration Act; 27 CFR parts 4, 5, 7 and 16",,,,us,"Federal Alcohol Administration Act; 27 CFR parts 4, 5, 7 and 16 — TTB [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1700]",proposed,seed,0.8.0,en-GB
regulatory_scheme,canonical,us_usda_nop_organic,USDA National Organic Program (7 CFR part 205),,,,us,USDA National Organic Program (7 CFR part 205) [research candidate — not adoptable until verified (CDS1500-R086); seeded from CDS-1700],proposed,seed,0.8.0,en-GB
